id,timestamp,message,attributes,tags
af45d2cc-350e-49ef-9117-b2e904bef98d,2026-07-21 02:21:24.052964000,> automations-nodejs@1.0.0 start,{},"{""podName"":""pbs-telegram-k3rlz-web-5fd5b587-mkfps"",""container"":""stateless"",""idProcess"":""527976bf-8fc1-4c4f-90e6-d1b81a3fa6d2"",""idCompany"":""d4e8f1f8-36a6-418b-bd8c-9735d4659ef3"",""idDeployment"":""4950f001-b79d-46bc-ab75-a38542e204fc"",""idApp"":""73d65fa7-eff3-4382-ab89-aa95f795ffa5""}"
c7c3039b-a9fe-44a4-8036-98ab2f3a6b58,2026-07-21 02:21:24.052967000,> node index.js,{},"{""podName"":""pbs-telegram-k3rlz-web-5fd5b587-mkfps"",""container"":""stateless"",""idProcess"":""527976bf-8fc1-4c4f-90e6-d1b81a3fa6d2"",""idCompany"":""d4e8f1f8-36a6-418b-bd8c-9735d4659ef3"",""idDeployment"":""4950f001-b79d-46bc-ab75-a38542e204fc"",""idApp"":""73d65fa7-eff3-4382-ab89-aa95f795ffa5""}"
091b67e6-c269-43d3-9717-e5e8e071241d,2026-07-21 02:21:24.052968000,,{},"{""podName"":""pbs-telegram-k3rlz-web-5fd5b587-mkfps"",""container"":""stateless"",""idProcess"":""527976bf-8fc1-4c4f-90e6-d1b81a3fa6d2"",""idCompany"":""d4e8f1f8-36a6-418b-bd8c-9735d4659ef3"",""idDeployment"":""4950f001-b79d-46bc-ab75-a38542e204fc"",""idApp"":""73d65fa7-eff3-4382-ab89-aa95f795ffa5""}"
f753e710-2a6e-4e52-869f-bc63eb70601d,2026-07-21 02:21:24.450690000,Cache warmer scheduled daily at 01:00 UTC,{},"{""podName"":""pbs-telegram-k3rlz-web-5fd5b587-mkfps"",""container"":""stateless"",""idProcess"":""527976bf-8fc1-4c4f-90e6-d1b81a3fa6d2"",""idCompany"":""d4e8f1f8-36a6-418b-bd8c-9735d4659ef3"",""idDeployment"":""4950f001-b79d-46bc-ab75-a38542e204fc"",""idApp"":""73d65fa7-eff3-4382-ab89-aa95f795ffa5""}"
25fabf20-c5d3-4688-b6f2-6b3c1beb4097,2026-07-21 02:22:10.135841000,Unhandled error while processing {,{},"{""podName"":""pbs-telegram-k3rlz-web-5fd5b587-mkfps"",""container"":""stateless"",""idProcess"":""527976bf-8fc1-4c4f-90e6-d1b81a3fa6d2"",""idCompany"":""d4e8f1f8-36a6-418b-bd8c-9735d4659ef3"",""idDeployment"":""4950f001-b79d-46bc-ab75-a38542e204fc"",""idApp"":""73d65fa7-eff3-4382-ab89-aa95f795ffa5""}"
154e7e18-31a8-4f89-bc5e-071ddda5a8cf,2026-07-21 02:22:10.135875000,"  update_id: 953522059,",{},"{""podName"":""pbs-telegram-k3rlz-web-5fd5b587-mkfps"",""container"":""stateless"",""idProcess"":""527976bf-8fc1-4c4f-90e6-d1b81a3fa6d2"",""idCompany"":""d4e8f1f8-36a6-418b-bd8c-9735d4659ef3"",""idDeployment"":""4950f001-b79d-46bc-ab75-a38542e204fc"",""idApp"":""73d65fa7-eff3-4382-ab89-aa95f795ffa5""}"
bff328cc-e786-4026-9a1d-68ade7a05795,2026-07-21 02:22:10.135881000,  message: {,{},"{""podName"":""pbs-telegram-k3rlz-web-5fd5b587-mkfps"",""container"":""stateless"",""idProcess"":""527976bf-8fc1-4c4f-90e6-d1b81a3fa6d2"",""idCompany"":""d4e8f1f8-36a6-418b-bd8c-9735d4659ef3"",""idDeployment"":""4950f001-b79d-46bc-ab75-a38542e204fc"",""idApp"":""73d65fa7-eff3-4382-ab89-aa95f795ffa5""}"
b64722eb-e354-4c4c-9393-39aff09db0dd,2026-07-21 02:22:10.135886000,"    message_id: 566,",{},"{""podName"":""pbs-telegram-k3rlz-web-5fd5b587-mkfps"",""container"":""stateless"",""idProcess"":""527976bf-8fc1-4c4f-90e6-d1b81a3fa6d2"",""idCompany"":""d4e8f1f8-36a6-418b-bd8c-9735d4659ef3"",""idDeployment"":""4950f001-b79d-46bc-ab75-a38542e204fc"",""idApp"":""73d65fa7-eff3-4382-ab89-aa95f795ffa5""}"
3d20046d-63d1-4293-8797-f3a3f160d349,2026-07-21 02:22:10.135891000,    from: {,{},"{""podName"":""pbs-telegram-k3rlz-web-5fd5b587-mkfps"",""container"":""stateless"",""idProcess"":""527976bf-8fc1-4c4f-90e6-d1b81a3fa6d2"",""idCompany"":""d4e8f1f8-36a6-418b-bd8c-9735d4659ef3"",""idDeployment"":""4950f001-b79d-46bc-ab75-a38542e204fc"",""idApp"":""73d65fa7-eff3-4382-ab89-aa95f795ffa5""}"
a053651d-2fbf-461a-ac7d-0bd2d6c1adca,2026-07-21 02:22:10.135896000,"      id: 7521179737,",{},"{""podName"":""pbs-telegram-k3rlz-web-5fd5b587-mkfps"",""container"":""stateless"",""idProcess"":""527976bf-8fc1-4c4f-90e6-d1b81a3fa6d2"",""idCompany"":""d4e8f1f8-36a6-418b-bd8c-9735d4659ef3"",""idDeployment"":""4950f001-b79d-46bc-ab75-a38542e204fc"",""idApp"":""73d65fa7-eff3-4382-ab89-aa95f795ffa5""}"
